Command line: train.py --algorithm qrd3qn --world 5 --stage 1 --episodes 20000 --seed 5413 --gamma 0.95 --lr 0.000125 --model_path checkpoints/qrd3qn_w51_final_93_25.pt
================================================================================
Training started at 20260115-003531
Algorithm: QRD3QN
Environment: SuperMarioBros-5-1-v0
Random Seed: 5413
Resuming from checkpoint: checkpoints/qrd3qn_w51_final_93_25.pt
Total episodes: 20000
Batch size: 64, Learning rate: 0.000125
Memory size: 200000, Target update freq: 500
Quantiles: 51, Kappa: 1.0
Config: Gamma 0.95->0.95, Epsilon 1.0->0.015
================================================================================
Ep    1 |OrigR: 123.0 ShpR: 368.3 |X:  184.0( 184.0) AvgX100: 184.0 |AvgR: 368.3( 368.3)  0 |Ls: 0.0000 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3360 |OrigR: 437.0 ShpR:1069.2 |X:  777.0(2534.0) AvgX100: 814.8 |AvgR:1647.9(1785.7)247 |Ls: 0.1530 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3361 |OrigR: 633.0 ShpR:1435.8 |X:  704.0(2534.0) AvgX100: 813.7 |AvgR:1645.9(1785.7)248 |Ls: 0.1531 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3362 |OrigR:1100.0 ShpR:2411.5 |X: 1185.0(2534.0) AvgX100: 813.5 |AvgR:1645.6(1785.7)249 |Ls: 0.1722 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3363 |OrigR: 237.0 ShpR: 604.2 |X:  298.0(2534.0) AvgX100: 802.9 |AvgR:1624.0(1785.7)250 |Ls: 0.1537 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3364 |OrigR: 381.0 ShpR: 908.1 |X:  447.0(2534.0) AvgX100: 802.9 |AvgR:1624.1(1785.7)251 |Ls: 0.1788 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3365 |OrigR: 238.0 ShpR: 609.8 |X:  301.0(2534.0) AvgX100: 798.9 |AvgR:1616.1(1785.7)252 |Ls: 0.1499 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3366 |OrigR:1277.0 ShpR:2781.2 |X: 1362.0(2534.0) AvgX100: 796.3 |AvgR:1610.8(1785.7)253 |Ls: 0.1606 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3367 |OrigR:1103.0 ShpR:2417.8 |X: 1188.0(2534.0) AvgX100: 799.0 |AvgR:1616.5(1785.7)254 |Ls: 0.1592 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3368 |OrigR:1275.0 ShpR:2774.5 |X: 1363.0(2534.0) AvgX100: 810.7 |AvgR:1640.2(1785.7)255 |Ls: 0.1413 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3369 |OrigR: 141.0 ShpR: 409.1 |X:  202.0(2534.0) AvgX100: 809.8 |AvgR:1638.3(1785.7)256 |Ls: 0.1626 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3370 |OrigR: 141.0 ShpR: 409.1 |X:  202.0(2534.0) AvgX100: 802.5 |AvgR:1623.6(1785.7)257 |Ls: 0.1754 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3371 |OrigR: 209.0 ShpR: 548.4 |X:  270.0(2534.0) AvgX100: 802.5 |AvgR:1623.6(1785.7)258 |Ls: 0.1832 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3372 |OrigR:1528.0 ShpR:3306.3 |X: 1620.0(2534.0) AvgX100: 815.8 |AvgR:1650.8(1785.7)259 |Ls: 0.1572 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3373 |OrigR: 620.0 ShpR:1407.0 |X:  691.0(2534.0) AvgX100: 814.4 |AvgR:1648.3(1785.7)260 |Ls: 0.1489 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3374 |OrigR: 731.0 ShpR:1636.1 |X:  808.0(2534.0) AvgX100: 814.4 |AvgR:1648.4(1785.7)261 |Ls: 0.1541 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3375 |OrigR: 633.0 ShpR:1435.3 |X:  704.0(2534.0) AvgX100: 817.0 |AvgR:1653.6(1785.7)262 |Ls: 0.1561 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3376 |OrigR: 631.0 ShpR:1429.1 |X:  702.0(2534.0) AvgX100: 821.3 |AvgR:1662.3(1785.7)263 |Ls: 0.1475 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3377 |OrigR:1103.0 ShpR:2417.8 |X: 1188.0(2534.0) AvgX100: 821.3 |AvgR:1662.4(1785.7)264 |Ls: 0.1612 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3378 |OrigR: 560.0 ShpR:1284.5 |X:  629.0(2534.0) AvgX100: 820.6 |AvgR:1660.8(1785.7)265 |Ls: 0.1617 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3379 |OrigR: 606.0 ShpR:1409.6 |X:  691.0(2534.0) AvgX100: 820.5 |AvgR:1660.6(1785.7)266 |Ls: 0.1728 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3380 |OrigR:1753.0 ShpR:3771.8 |X: 1855.0(2534.0) AvgX100: 830.8 |AvgR:1681.6(1785.7)267 |Ls: 0.1663 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3381 |OrigR:1104.0 ShpR:2420.9 |X: 1188.0(2534.0) AvgX100: 835.6 |AvgR:1691.3(1785.7)268 |Ls: 0.1726 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3382 |OrigR:1102.0 ShpR:2414.2 |X: 1183.0(2534.0) AvgX100: 834.0 |AvgR:1688.3(1785.7)269 |Ls: 0.1647 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3383 |OrigR: 144.0 ShpR: 415.4 |X:  205.0(2534.0) AvgX100: 833.4 |AvgR:1687.0(1785.7)270 |Ls: 0.1966 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3384 |OrigR:1100.0 ShpR:2412.5 |X: 1184.0(2534.0) AvgX100: 843.3 |AvgR:1707.1(1785.7)271 |Ls: 0.1729 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3385 |OrigR: 194.0 ShpR: 514.4 |X:  257.0(2534.0) AvgX100: 843.2 |AvgR:1707.0(1785.7)272 |Ls: 0.1943 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3386 |OrigR: 727.0 ShpR:1624.2 |X:  810.0(2534.0) AvgX100: 841.2 |AvgR:1702.8(1785.7)273 |Ls: 0.1677 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3387 |OrigR: 244.0 ShpR: 621.9 |X:  306.0(2534.0) AvgX100: 837.2 |AvgR:1694.7(1785.7)274 |Ls: 0.1566 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3388 |OrigR: 206.0 ShpR: 544.1 |X:  268.0(2534.0) AvgX100: 838.2 |AvgR:1696.8(1785.7)275 |Ls: 0.1713 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3389 |OrigR: 616.0 ShpR:1401.1 |X:  691.0(2534.0) AvgX100: 838.0 |AvgR:1696.5(1785.7)276 |Ls: 0.1724 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3390 |OrigR: 549.0 ShpR:1259.4 |X:  621.0(2534.0) AvgX100: 837.3 |AvgR:1695.3(1785.7)277 |Ls: 0.1609 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3391 |OrigR: 558.0 ShpR:1279.8 |X:  627.0(2534.0) AvgX100: 841.6 |AvgR:1703.9(1785.7)278 |Ls: 0.1460 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3392 |OrigR:1542.0 ShpR:3333.2 |X: 1637.0(2534.0) AvgX100: 841.8 |AvgR:1704.4(1785.7)279 |Ls: 0.1644 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3393 |OrigR: 745.0 ShpR:1666.5 |X:  819.0(2534.0) AvgX100: 842.9 |AvgR:1707.1(1785.7)280 |Ls: 0.1706 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3394 |OrigR: 631.0 ShpR:1432.1 |X:  702.0(2534.0) AvgX100: 843.7 |AvgR:1708.7(1785.7)281 |Ls: 0.1488 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3395 |OrigR:1726.0 ShpR:3701.1 |X: 1854.0(2534.0) AvgX100: 848.8 |AvgR:1718.3(1785.7)282 |Ls: 0.1567 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3396 |OrigR: 927.0 ShpR:2048.2 |X: 1007.0(2534.0) AvgX100: 847.0 |AvgR:1714.5(1785.7)283 |Ls: 0.1598 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3397 |OrigR: 714.0 ShpR:1631.9 |X:  801.0(2534.0) AvgX100: 847.0 |AvgR:1714.5(1785.7)284 |Ls: 0.1466 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3398 |OrigR: 211.0 ShpR: 555.1 |X:  273.0(2534.0) AvgX100: 847.0 |AvgR:1714.6(1785.7)285 |Ls: 0.1803 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3399 |OrigR: 211.0 ShpR: 555.1 |X:  273.0(2534.0) AvgX100: 831.2 |AvgR:1682.5(1785.7)286 |Ls: 0.1567 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3400 |OrigR: 242.0 ShpR: 617.2 |X:  304.0(2534.0) AvgX100: 820.1 |AvgR:1659.9(1785.7)287 |Ls: 0.1653 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3401 |OrigR: 632.0 ShpR:1430.7 |X:  703.0(2534.0) AvgX100: 819.1 |AvgR:1658.1(1785.7)288 |Ls: 0.1480 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3402 |OrigR:1104.0 ShpR:2418.9 |X: 1185.0(2534.0) AvgX100: 823.9 |AvgR:1667.8(1785.7)289 |Ls: 0.1562 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3403 |OrigR: 743.0 ShpR:1660.8 |X:  831.0(2534.0) AvgX100: 822.1 |AvgR:1663.9(1785.7)290 |Ls: 0.1677 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3404 |OrigR: 141.0 ShpR: 406.6 |X:  201.0(2534.0) AvgX100: 817.2 |AvgR:1654.2(1785.7)291 |Ls: 0.1327 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3405 |OrigR: 634.0 ShpR:1435.9 |X:  703.0(2534.0) AvgX100: 817.3 |AvgR:1654.5(1785.7)292 |Ls: 0.1501 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3406 |OrigR: 838.0 ShpR:1859.8 |X:  918.0(2534.0) AvgX100: 818.4 |AvgR:1656.8(1785.7)293 |Ls: 0.1486 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3407 |OrigR: 859.0 ShpR:1901.9 |X:  938.0(2534.0) AvgX100: 819.8 |AvgR:1659.8(1785.7)294 |Ls: 0.1530 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3408 |OrigR:1658.0 ShpR:3503.3 |X: 1899.0(2534.0) AvgX100: 826.9 |AvgR:1670.6(1785.7)295 |Ls: 0.1577 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3409 |OrigR: 635.0 ShpR:1436.5 |X:  704.0(2534.0) AvgX100: 829.3 |AvgR:1675.7(1785.7)296 |Ls: 0.1486 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3410 |OrigR: 637.0 ShpR:1441.7 |X:  707.0(2534.0) AvgX100: 830.1 |AvgR:1677.3(1785.7)297 |Ls: 0.1491 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3411 |OrigR: 245.0 ShpR: 624.0 |X:  307.0(2534.0) AvgX100: 825.1 |AvgR:1667.1(1785.7)298 |Ls: 0.1462 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3412 |OrigR: 637.0 ShpR:1441.2 |X:  707.0(2534.0) AvgX100: 825.3 |AvgR:1667.4(1785.7)299 |Ls: 0.1607 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3413 |OrigR:1546.0 ShpR:3340.6 |X: 1640.0(2534.0) AvgX100: 837.2 |AvgR:1691.8(1785.7)300 |Ls: 0.1551 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3414 |OrigR: 556.0 ShpR:1277.1 |X:  625.0(2534.0) AvgX100: 836.6 |AvgR:1690.7(1785.7)301 |Ls: 0.1390 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3415 |OrigR: 209.0 ShpR: 548.9 |X:  270.0(2534.0) AvgX100: 827.4 |AvgR:1672.1(1785.7)302 |Ls: 0.1395 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3416 |OrigR:1103.0 ShpR:2415.3 |X: 1189.0(2534.0) AvgX100: 832.2 |AvgR:1681.7(1785.7)303 |Ls: 0.1520 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3417 |OrigR: 243.0 ShpR: 619.8 |X:  305.0(2534.0) AvgX100: 827.1 |AvgR:1671.4(1785.7)304 |Ls: 0.1390 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3418 |OrigR: 209.0 ShpR: 548.9 |X:  270.0(2534.0) AvgX100: 820.5 |AvgR:1657.9(1785.7)305 |Ls: 0.1509 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3419 |OrigR: 618.0 ShpR:1401.3 |X:  690.0(2534.0) AvgX100: 818.1 |AvgR:1653.0(1785.7)306 |Ls: 0.1467 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3420 |OrigR: 927.0 ShpR:2047.2 |X: 1011.0(2534.0) AvgX100: 822.0 |AvgR:1660.7(1785.7)307 |Ls: 0.1433 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3421 |OrigR: 969.0 ShpR:2133.9 |X: 1046.0(2534.0) AvgX100: 822.9 |AvgR:1662.6(1785.7)308 |Ls: 0.1506 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3422 |OrigR: 383.0 ShpR: 914.8 |X:  448.0(2534.0) AvgX100: 821.1 |AvgR:1659.0(1785.7)309 |Ls: 0.1501 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3423 |OrigR:1311.0 ShpR:2856.1 |X: 1411.0(2534.0) AvgX100: 830.7 |AvgR:1678.3(1785.7)310 |Ls: 0.1459 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3424 |OrigR: 632.0 ShpR:1429.7 |X:  702.0(2534.0) AvgX100: 825.8 |AvgR:1668.3(1785.7)311 |Ls: 0.1362 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3425 |OrigR: 731.0 ShpR:1633.6 |X:  806.0(2534.0) AvgX100: 815.4 |AvgR:1647.5(1785.7)312 |Ls: 0.1360 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3426 |OrigR: 969.0 ShpR:2137.9 |X: 1051.0(2534.0) AvgX100: 818.9 |AvgR:1654.6(1785.7)313 |Ls: 0.1571 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3427 |OrigR: 375.0 ShpR: 893.5 |X:  439.0(2534.0) AvgX100: 816.4 |AvgR:1649.4(1785.7)314 |Ls: 0.1312 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3428 |OrigR:1091.0 ShpR:2388.1 |X: 1176.0(2534.0) AvgX100: 825.5 |AvgR:1667.8(1785.7)315 |Ls: 0.1449 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3429 |OrigR: 739.0 ShpR:1653.4 |X:  815.0(2534.0) AvgX100: 831.9 |AvgR:1681.1(1785.7)316 |Ls: 0.1483 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3430 |OrigR: 632.0 ShpR:1432.2 |X:  702.0(2534.0) AvgX100: 836.2 |AvgR:1689.9(1785.7)317 |Ls: 0.1438 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3431 |OrigR:1321.0 ShpR:2866.1 |X: 1410.0(2534.0) AvgX100: 831.9 |AvgR:1681.1(1785.7)318 |Ls: 0.1470 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3432 |OrigR: 621.0 ShpR:1405.6 |X:  690.0(2534.0) AvgX100: 822.6 |AvgR:1662.3(1785.7)319 |Ls: 0.1459 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3433 |OrigR: 209.0 ShpR: 548.9 |X:  270.0(2534.0) AvgX100: 818.3 |AvgR:1653.4(1785.7)320 |Ls: 0.1497 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3434 |OrigR: 387.0 ShpR: 920.7 |X:  451.0(2534.0) AvgX100: 818.3 |AvgR:1653.5(1785.7)321 |Ls: 0.1497 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3435 |OrigR: 644.0 ShpR:1458.9 |X:  716.0(2534.0) AvgX100: 817.4 |AvgR:1652.3(1785.7)322 |Ls: 0.1530 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3436 |OrigR: 620.0 ShpR:1404.5 |X:  690.0(2534.0) AvgX100: 816.1 |AvgR:1649.8(1785.7)323 |Ls: 0.1618 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3437 |OrigR: 930.0 ShpR:2056.5 |X: 1009.0(2534.0) AvgX100: 819.2 |AvgR:1656.0(1785.7)324 |Ls: 0.1710 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3438 |OrigR: 248.0 ShpR: 633.3 |X:  311.0(2534.0) AvgX100: 808.8 |AvgR:1634.8(1785.7)325 |Ls: 0.2015 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3439 |OrigR: 733.0 ShpR:1643.3 |X:  808.0(2534.0) AvgX100: 813.8 |AvgR:1645.1(1785.7)326 |Ls: 0.1518 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3440 |OrigR:1274.0 ShpR:2771.9 |X: 1357.0(2534.0) AvgX100: 815.5 |AvgR:1648.6(1785.7)327 |Ls: 0.1541 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3441 |OrigR: 140.0 ShpR: 407.0 |X:  201.0(2534.0) AvgX100: 809.3 |AvgR:1636.1(1785.7)328 |Ls: 0.1404 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3442 |OrigR: 555.0 ShpR:1271.5 |X:  623.0(2534.0) AvgX100: 806.5 |AvgR:1630.6(1785.7)329 |Ls: 0.1483 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3443 |OrigR:1274.0 ShpR:2776.9 |X: 1361.0(2534.0) AvgX100: 813.1 |AvgR:1644.0(1785.7)330 |Ls: 0.1499 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3444 |OrigR: 141.0 ShpR: 407.1 |X:  201.0(2534.0) AvgX100: 808.0 |AvgR:1633.6(1785.7)331 |Ls: 0.2120 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3445 |OrigR:1729.0 ShpR:3743.4 |X: 1842.0(2534.0) AvgX100: 818.4 |AvgR:1654.8(1785.7)332 |Ls: 0.1557 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3446 |OrigR: 737.0 ShpR:1648.2 |X:  807.0(2534.0) AvgX100: 809.3 |AvgR:1636.3(1785.7)333 |Ls: 0.1604 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3447 |OrigR: 587.0 ShpR:1260.7 |X:  809.0(2534.0) AvgX100: 812.9 |AvgR:1639.7(1785.7)334 |Ls: 0.1617 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3448 |OrigR: 534.0 ShpR:1226.9 |X:  605.0(2534.0) AvgX100: 807.0 |AvgR:1627.8(1785.7)335 |Ls: 0.1648 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3449 |OrigR: 737.0 ShpR:1649.2 |X:  816.0(2534.0) AvgX100: 796.8 |AvgR:1606.8(1785.7)336 |Ls: 0.1533 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3450 |OrigR: 386.0 ShpR: 918.6 |X:  450.0(2534.0) AvgX100: 794.1 |AvgR:1601.3(1785.7)337 |Ls: 0.1573 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3451 |OrigR:1306.0 ShpR:2828.1 |X: 1410.0(2534.0) AvgX100: 803.7 |AvgR:1620.5(1785.7)338 |Ls: 0.1667 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3452 |OrigR: 635.0 ShpR:1436.0 |X:  706.0(2534.0) AvgX100: 802.7 |AvgR:1618.4(1785.7)339 |Ls: 0.1722 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3453 |OrigR:1728.0 ShpR:3710.8 |X: 1848.0(2534.0) AvgX100: 811.2 |AvgR:1635.8(1785.7)340 |Ls: 0.1669 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3454 |OrigR:1105.0 ShpR:2420.0 |X: 1186.0(2534.0) AvgX100: 816.2 |AvgR:1646.0(1785.7)341 |Ls: 0.1726 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3455 |OrigR: 940.0 ShpR:2072.0 |X: 1024.0(2534.0) AvgX100: 814.6 |AvgR:1642.6(1785.7)342 |Ls: 0.1688 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3456 |OrigR: 730.0 ShpR:1635.0 |X:  805.0(2534.0) AvgX100: 813.3 |AvgR:1640.1(1785.7)343 |Ls: 0.1530 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3457 |OrigR: 966.0 ShpR:2130.6 |X: 1046.0(2534.0) AvgX100: 813.7 |AvgR:1641.0(1785.7)344 |Ls: 0.1688 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3458 |OrigR: 248.0 ShpR: 630.8 |X:  310.0(2534.0) AvgX100: 810.6 |AvgR:1634.6(1785.7)345 |Ls: 0.1852 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3459 |OrigR: 524.0 ShpR:1231.4 |X:  606.0(2534.0) AvgX100: 809.6 |AvgR:1632.7(1785.7)346 |Ls: 0.1541 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3460 |OrigR: 920.0 ShpR:2032.0 |X: 1010.0(2534.0) AvgX100: 812.0 |AvgR:1642.3(1785.7)347 |Ls: 0.1569 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3461 |OrigR: 555.0 ShpR:1272.5 |X:  622.0(2534.0) AvgX100: 811.1 |AvgR:1640.7(1785.7)348 |Ls: 0.1703 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3462 |OrigR: 728.0 ShpR:1628.8 |X:  802.0(2534.0) AvgX100: 807.3 |AvgR:1632.9(1785.7)349 |Ls: 0.1560 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3463 |OrigR: 388.0 ShpR: 923.3 |X:  452.0(2534.0) AvgX100: 808.9 |AvgR:1636.1(1785.7)350 |Ls: 0.1552 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep 3464 |OrigR: 206.0 ShpR: 544.1 |X:  268.0(2534.0) AvgX100: 807.1 |AvgR:1632.4(1785.7)351 |Ls: 0.1409 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
