Command line: train.py --algorithm qrd3qn --world 5 --stage 1 --episodes 20000 --seed 5413 --gamma 0.95 --lr 0.000125 --model_path checkpoints/qrd3qn_w51_final_93_25.pt
================================================================================
Training started at 20260115-003531
Algorithm: QRD3QN
Environment: SuperMarioBros-5-1-v0
Random Seed: 5413
Resuming from checkpoint: checkpoints/qrd3qn_w51_final_93_25.pt
Total episodes: 20000
Batch size: 64, Learning rate: 0.000125
Memory size: 200000, Target update freq: 500
Quantiles: 51, Kappa: 1.0
Config: Gamma 0.95->0.95, Epsilon 1.0->0.015
================================================================================
Ep    1 |OrigR: 123.0 ShpR: 368.3 |X:  184.0( 184.0) AvgX100: 184.0 |AvgR: 368.3( 368.3)  0 |Ls: 0.0000 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  104 |OrigR: 135.0 ShpR: 395.0 |X:  196.0( 436.0) AvgX100: 192.2 |AvgR: 382.4( 390.0) 82 |Ls: 0.0380 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  105 |OrigR: 370.0 ShpR: 885.0 |X:  437.0( 437.0) AvgX100: 194.7 |AvgR: 387.5( 390.0) 83 |Ls: 0.0301 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  106 |OrigR: 134.0 ShpR: 392.9 |X:  195.0( 437.0) AvgX100: 194.8 |AvgR: 387.7( 390.0) 84 |Ls: 0.0426 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  107 |OrigR: 134.0 ShpR: 392.9 |X:  195.0( 437.0) AvgX100: 195.0 |AvgR: 388.0( 390.0) 85 |Ls: 0.0373 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  108 |OrigR: 135.0 ShpR: 395.0 |X:  196.0( 437.0) AvgX100: 195.1 |AvgR: 388.2( 390.0) 86 |Ls: 0.0340 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  109 |OrigR: 131.0 ShpR: 384.6 |X:  191.0( 437.0) AvgX100: 195.2 |AvgR: 388.4( 390.0) 87 |Ls: 0.0229 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  110 |OrigR: 133.0 ShpR: 388.8 |X:  193.0( 437.0) AvgX100: 195.2 |AvgR: 388.6( 390.0) 88 |Ls: 0.0257 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  111 |OrigR: 131.0 ShpR: 384.6 |X:  191.0( 437.0) AvgX100: 195.3 |AvgR: 388.8( 390.0) 89 |Ls: 0.0243 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  112 |OrigR: 135.0 ShpR: 395.0 |X:  196.0( 437.0) AvgX100: 195.4 |AvgR: 389.0( 390.0) 90 |Ls: 0.0275 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  113 |OrigR: 133.0 ShpR: 390.8 |X:  194.0( 437.0) AvgX100: 195.5 |AvgR: 389.3( 390.0) 91 |Ls: 0.0239 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  114 |OrigR: 135.0 ShpR: 395.0 |X:  196.0( 437.0) AvgX100: 195.7 |AvgR: 389.5( 390.0) 92 |Ls: 0.0258 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  115 |OrigR: 135.0 ShpR: 395.0 |X:  196.0( 437.0) AvgX100: 195.0 |AvgR: 388.2( 390.0) 93 |Ls: 0.0348 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  116 |OrigR: 135.0 ShpR: 395.0 |X:  196.0( 437.0) AvgX100: 195.1 |AvgR: 388.5( 390.0) 94 |Ls: 0.0260 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  117 |OrigR: 135.0 ShpR: 395.0 |X:  196.0( 437.0) AvgX100: 195.2 |AvgR: 388.7( 390.0) 95 |Ls: 0.0265 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  118 |OrigR: 131.0 ShpR: 383.6 |X:  191.0( 437.0) AvgX100: 195.3 |AvgR: 388.9( 390.0) 96 |Ls: 0.0252 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  119 |OrigR: 132.0 ShpR: 388.7 |X:  193.0( 437.0) AvgX100: 195.4 |AvgR: 389.0( 390.0) 97 |Ls: 0.0281 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  120 |OrigR: 133.0 ShpR: 388.8 |X:  193.0( 437.0) AvgX100: 195.4 |AvgR: 389.3( 390.0) 98 |Ls: 0.0248 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  121 |OrigR: 135.0 ShpR: 395.0 |X:  196.0( 437.0) AvgX100: 194.8 |AvgR: 388.0( 390.0) 99 |Ls: 0.0247 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  122 |OrigR: 132.0 ShpR: 388.7 |X:  193.0( 437.0) AvgX100: 194.1 |AvgR: 386.6( 390.0)100 |Ls: 0.0198 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  123 |OrigR: 132.0 ShpR: 388.7 |X:  193.0( 437.0) AvgX100: 194.2 |AvgR: 386.8( 390.0)101 |Ls: 0.0278 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  124 |OrigR: 134.0 ShpR: 392.9 |X:  195.0( 437.0) AvgX100: 194.3 |AvgR: 387.1( 390.0)102 |Ls: 0.0284 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  125 |OrigR: 132.0 ShpR: 391.2 |X:  194.0( 437.0) AvgX100: 194.4 |AvgR: 387.3( 390.0)103 |Ls: 0.0333 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  126 |OrigR: 132.0 ShpR: 388.7 |X:  193.0( 437.0) AvgX100: 194.5 |AvgR: 387.5( 390.0)104 |Ls: 0.0307 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  127 |OrigR: 132.0 ShpR: 390.2 |X:  194.0( 437.0) AvgX100: 194.6 |AvgR: 387.8( 390.0)105 |Ls: 0.0287 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  128 |OrigR: 135.0 ShpR: 395.0 |X:  196.0( 437.0) AvgX100: 194.8 |AvgR: 388.2( 390.0)106 |Ls: 0.0292 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  129 |OrigR: 135.0 ShpR: 395.0 |X:  196.0( 437.0) AvgX100: 194.9 |AvgR: 388.5( 390.0)107 |Ls: 0.0257 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  130 |OrigR: 135.0 ShpR: 395.0 |X:  196.0( 437.0) AvgX100: 195.1 |AvgR: 388.7( 390.0)108 |Ls: 0.0250 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  131 |OrigR: 135.0 ShpR: 395.0 |X:  196.0( 437.0) AvgX100: 195.2 |AvgR: 389.0( 390.0)109 |Ls: 0.0233 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  132 |OrigR: 132.0 ShpR: 388.7 |X:  193.0( 437.0) AvgX100: 195.2 |AvgR: 389.1( 390.0)110 |Ls: 0.0262 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  133 |OrigR: 130.0 ShpR: 386.5 |X:  192.0( 437.0) AvgX100: 195.3 |AvgR: 389.4( 390.0)111 |Ls: 0.0325 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  134 |OrigR: 136.0 ShpR: 397.1 |X:  197.0( 437.0) AvgX100: 195.5 |AvgR: 389.7( 390.0)112 |Ls: 0.0237 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  135 |OrigR: 130.0 ShpR: 386.5 |X:  192.0( 437.0) AvgX100: 195.5 |AvgR: 389.9( 390.0)113 |Ls: 0.0242 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  136 |OrigR: 129.0 ShpR: 381.9 |X:  190.0( 437.0) AvgX100: 195.6 |AvgR: 390.0( 390.0)  0 |Ls: 0.0236 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  137 |OrigR: 135.0 ShpR: 397.0 |X:  197.0( 437.0) AvgX100: 195.7 |AvgR: 390.3( 390.3)  0 |Ls: 0.0219 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  138 |OrigR: 133.0 ShpR: 390.8 |X:  194.0( 437.0) AvgX100: 195.8 |AvgR: 390.5( 390.5)  0 |Ls: 0.0247 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  139 |OrigR: 136.0 ShpR: 397.1 |X:  197.0( 437.0) AvgX100: 195.9 |AvgR: 390.8( 390.8)  0 |Ls: 0.0301 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  140 |OrigR: 132.0 ShpR: 391.2 |X:  194.0( 437.0) AvgX100: 196.0 |AvgR: 391.0( 391.0)  0 |Ls: 0.0310 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  141 |OrigR: 135.0 ShpR: 395.0 |X:  196.0( 437.0) AvgX100: 196.2 |AvgR: 391.3( 391.3)  0 |Ls: 0.0307 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  142 |OrigR: 125.0 ShpR: 370.0 |X:  185.0( 437.0) AvgX100: 195.4 |AvgR: 389.8( 391.3)  1 |Ls: 0.0303 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  143 |OrigR: 135.0 ShpR: 395.0 |X:  196.0( 437.0) AvgX100: 196.0 |AvgR: 391.1( 391.3)  2 |Ls: 0.0245 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  144 |OrigR: 135.0 ShpR: 395.0 |X:  196.0( 437.0) AvgX100: 196.2 |AvgR: 391.7( 391.7)  0 |Ls: 0.0262 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  145 |OrigR: 132.0 ShpR: 391.2 |X:  194.0( 437.0) AvgX100: 196.6 |AvgR: 392.6( 392.6)  0 |Ls: 0.0254 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  146 |OrigR: 132.0 ShpR: 391.2 |X:  194.0( 437.0) AvgX100: 196.7 |AvgR: 392.7( 392.7)  0 |Ls: 0.0260 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  147 |OrigR: 135.0 ShpR: 395.0 |X:  196.0( 437.0) AvgX100: 196.8 |AvgR: 393.0( 393.0)  0 |Ls: 0.0263 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  148 |OrigR: 132.0 ShpR: 391.2 |X:  194.0( 437.0) AvgX100: 196.9 |AvgR: 393.3( 393.3)  0 |Ls: 0.0279 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  149 |OrigR: 132.0 ShpR: 388.7 |X:  193.0( 437.0) AvgX100: 197.8 |AvgR: 395.3( 395.3)  0 |Ls: 0.0329 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  150 |OrigR: 206.0 ShpR: 541.6 |X:  270.0( 437.0) AvgX100: 198.7 |AvgR: 397.2( 397.2)  0 |Ls: 0.0316 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  151 |OrigR: 132.0 ShpR: 388.7 |X:  193.0( 437.0) AvgX100: 199.2 |AvgR: 398.3( 398.3)  0 |Ls: 0.0281 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  152 |OrigR: 132.0 ShpR: 388.7 |X:  193.0( 437.0) AvgX100: 196.8 |AvgR: 393.7( 398.3)  1 |Ls: 0.0344 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  153 |OrigR: 204.0 ShpR: 535.4 |X:  265.0( 437.0) AvgX100: 197.6 |AvgR: 395.4( 398.3)  2 |Ls: 0.0283 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  154 |OrigR: 207.0 ShpR: 542.7 |X:  268.0( 437.0) AvgX100: 198.5 |AvgR: 397.3( 398.3)  3 |Ls: 0.0231 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  155 |OrigR: 133.0 ShpR: 390.8 |X:  194.0( 437.0) AvgX100: 196.1 |AvgR: 392.8( 398.3)  4 |Ls: 0.0291 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  156 |OrigR: 135.0 ShpR: 395.0 |X:  196.0( 437.0) AvgX100: 197.7 |AvgR: 396.4( 398.3)  5 |Ls: 0.0212 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  157 |OrigR: 204.0 ShpR: 535.4 |X:  265.0( 437.0) AvgX100: 199.9 |AvgR: 401.4( 401.4)  0 |Ls: 0.0267 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  158 |OrigR: 322.0 ShpR: 777.7 |X:  391.0( 437.0) AvgX100: 202.4 |AvgR: 406.5( 406.5)  0 |Ls: 0.0281 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  159 |OrigR: 206.0 ShpR: 539.6 |X:  267.0( 437.0) AvgX100: 203.8 |AvgR: 409.6( 409.6)  0 |Ls: 0.0256 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  160 |OrigR: 132.0 ShpR: 391.2 |X:  194.0( 437.0) AvgX100: 204.7 |AvgR: 411.5( 411.5)  0 |Ls: 0.0280 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  161 |OrigR: 135.0 ShpR: 395.0 |X:  196.0( 437.0) AvgX100: 205.0 |AvgR: 412.2( 412.2)  0 |Ls: 0.0317 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  162 |OrigR: 135.0 ShpR: 393.5 |X:  195.0( 437.0) AvgX100: 204.4 |AvgR: 411.4( 412.2)  1 |Ls: 0.0293 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  163 |OrigR: 131.0 ShpR: 384.1 |X:  191.0( 437.0) AvgX100: 203.7 |AvgR: 410.1( 412.2)  2 |Ls: 0.0252 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  164 |OrigR: 499.0 ShpR:1335.9 |X:  706.0( 706.0) AvgX100: 208.9 |AvgR: 419.7( 419.7)  0 |Ls: 0.0314 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  165 |OrigR: 208.0 ShpR: 545.3 |X:  269.0( 706.0) AvgX100: 209.7 |AvgR: 421.5( 421.5)  0 |Ls: 0.0325 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  166 |OrigR: 218.0 ShpR: 778.8 |X:  409.0( 706.0) AvgX100: 212.0 |AvgR: 425.6( 425.6)  0 |Ls: 0.0299 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  167 |OrigR: 207.0 ShpR: 544.2 |X:  269.0( 706.0) AvgX100: 212.8 |AvgR: 427.3( 427.3)  0 |Ls: 0.0244 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  168 |OrigR: 193.0 ShpR: 510.3 |X:  254.0( 706.0) AvgX100: 213.5 |AvgR: 428.7( 428.7)  0 |Ls: 0.0302 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  169 |OrigR: 196.0 ShpR: 523.1 |X:  260.0( 706.0) AvgX100: 213.5 |AvgR: 428.7( 428.7)  1 |Ls: 0.0246 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  170 |OrigR: 268.0 ShpR: 793.8 |X:  405.0( 706.0) AvgX100: 215.7 |AvgR: 432.9( 432.9)  0 |Ls: 0.0309 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  171 |OrigR:  61.0 ShpR: 451.6 |X:  244.0( 706.0) AvgX100: 215.5 |AvgR: 432.2( 432.9)  1 |Ls: 0.0344 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  172 |OrigR: 209.0 ShpR: 546.4 |X:  270.0( 706.0) AvgX100: 216.4 |AvgR: 434.0( 434.0)  0 |Ls: 0.0316 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  173 |OrigR: 226.0 ShpR: 797.6 |X:  415.0( 706.0) AvgX100: 218.7 |AvgR: 438.2( 438.2)  0 |Ls: 0.0338 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  174 |OrigR: 197.0 ShpR: 519.2 |X:  258.0( 706.0) AvgX100: 219.4 |AvgR: 439.8( 439.8)  0 |Ls: 0.0339 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  175 |OrigR:  81.0 ShpR: 475.6 |X:  246.0( 706.0) AvgX100: 220.0 |AvgR: 440.8( 440.8)  0 |Ls: 0.0299 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  176 |OrigR: 199.0 ShpR: 527.9 |X:  262.0( 706.0) AvgX100: 220.8 |AvgR: 442.3( 442.3)  0 |Ls: 0.0325 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  177 |OrigR: 209.0 ShpR: 548.4 |X:  271.0( 706.0) AvgX100: 221.5 |AvgR: 443.8( 443.8)  0 |Ls: 0.0322 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  178 |OrigR:  67.0 ShpR: 466.7 |X:  250.0( 706.0) AvgX100: 222.2 |AvgR: 444.8( 444.8)  0 |Ls: 0.0345 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  179 |OrigR: 544.0 ShpR:1250.9 |X:  616.0( 706.0) AvgX100: 226.4 |AvgR: 453.4( 453.4)  0 |Ls: 0.0383 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  180 |OrigR: 332.0 ShpR: 799.2 |X:  401.0( 706.0) AvgX100: 228.4 |AvgR: 457.4( 457.4)  0 |Ls: 0.0375 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  181 |OrigR: 208.0 ShpR: 545.8 |X:  270.0( 706.0) AvgX100: 229.2 |AvgR: 458.9( 458.9)  0 |Ls: 0.0384 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  182 |OrigR: 335.0 ShpR: 807.0 |X:  402.0( 706.0) AvgX100: 231.2 |AvgR: 463.1( 463.1)  0 |Ls: 0.0369 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  183 |OrigR: 360.0 ShpR: 859.5 |X:  425.0( 706.0) AvgX100: 233.5 |AvgR: 467.7( 467.7)  0 |Ls: 0.0350 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  184 |OrigR: 209.0 ShpR: 545.9 |X:  270.0( 706.0) AvgX100: 234.3 |AvgR: 469.3( 469.3)  0 |Ls: 0.0315 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  185 |OrigR: 130.0 ShpR: 384.0 |X:  191.0( 706.0) AvgX100: 234.2 |AvgR: 469.2( 469.3)  1 |Ls: 0.0322 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  186 |OrigR: 209.0 ShpR: 547.9 |X:  271.0( 706.0) AvgX100: 235.0 |AvgR: 470.8( 470.8)  0 |Ls: 0.0367 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  187 |OrigR: 189.0 ShpR: 514.4 |X:  257.0( 706.0) AvgX100: 235.6 |AvgR: 471.9( 471.9)  0 |Ls: 0.0307 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  188 |OrigR: 195.0 ShpR: 516.0 |X:  257.0( 706.0) AvgX100: 235.5 |AvgR: 471.6( 471.9)  1 |Ls: 0.0338 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  189 |OrigR:  72.0 ShpR: 476.2 |X:  254.0( 706.0) AvgX100: 236.1 |AvgR: 472.4( 472.4)  0 |Ls: 0.0309 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  190 |OrigR: 196.0 ShpR: 517.1 |X:  257.0( 706.0) AvgX100: 236.7 |AvgR: 473.6( 473.6)  0 |Ls: 0.0365 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  191 |OrigR: 201.0 ShpR: 532.6 |X:  264.0( 706.0) AvgX100: 237.3 |AvgR: 475.0( 475.0)  0 |Ls: 0.0448 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  192 |OrigR: 196.0 ShpR: 519.1 |X:  258.0( 706.0) AvgX100: 237.9 |AvgR: 476.2( 476.2)  0 |Ls: 0.0362 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  193 |OrigR: 206.0 ShpR: 542.1 |X:  268.0( 706.0) AvgX100: 238.7 |AvgR: 477.7( 477.7)  0 |Ls: 0.0326 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  194 |OrigR: 113.0 ShpR: 344.8 |X:  174.0( 706.0) AvgX100: 238.4 |AvgR: 477.2( 477.7)  1 |Ls: 0.0340 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  195 |OrigR: 127.0 ShpR: 374.7 |X:  187.0( 706.0) AvgX100: 238.3 |AvgR: 477.0( 477.7)  2 |Ls: 0.0334 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  196 |OrigR: 181.0 ShpR: 495.1 |X:  248.0( 706.0) AvgX100: 238.9 |AvgR: 478.0( 478.0)  0 |Ls: 0.0348 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  197 |OrigR: 368.0 ShpR: 878.3 |X:  440.0( 706.0) AvgX100: 241.3 |AvgR: 482.8( 482.8)  0 |Ls: 0.0320 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  198 |OrigR: 129.0 ShpR: 379.4 |X:  189.0( 706.0) AvgX100: 241.2 |AvgR: 482.6( 482.8)  1 |Ls: 0.0342 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  199 |OrigR: 212.0 ShpR: 555.2 |X:  274.0( 706.0) AvgX100: 242.0 |AvgR: 484.2( 484.2)  0 |Ls: 0.0308 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  200 |OrigR: 194.0 ShpR: 512.9 |X:  255.0( 706.0) AvgX100: 242.6 |AvgR: 485.4( 485.4)  0 |Ls: 0.0330 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  201 |OrigR:  57.0 ShpR:  83.2 |X:  415.0( 706.0) AvgX100: 244.8 |AvgR: 482.3( 485.4)  1 |Ls: 0.0311 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  202 |OrigR: 547.0 ShpR:1253.7 |X:  616.0( 706.0) AvgX100: 249.0 |AvgR: 490.8( 490.8)  0 |Ls: 0.0277 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  203 |OrigR:  99.0 ShpR: 314.9 |X:  161.0( 706.0) AvgX100: 248.6 |AvgR: 490.0( 490.8)  1 |Ls: 0.0315 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  204 |OrigR: 334.0 ShpR: 803.4 |X:  402.0( 706.0) AvgX100: 250.7 |AvgR: 494.1( 494.1)  0 |Ls: 0.0326 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  205 |OrigR: 250.0 ShpR: 635.5 |X:  313.0( 706.0) AvgX100: 249.4 |AvgR: 491.6( 494.1)  1 |Ls: 0.0369 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  206 |OrigR: 404.0 ShpR:1169.4 |X:  594.0( 706.0) AvgX100: 253.4 |AvgR: 499.4( 499.4)  0 |Ls: 0.0350 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  207 |OrigR: 135.0 ShpR: 395.0 |X:  196.0( 706.0) AvgX100: 253.4 |AvgR: 499.4( 499.4)  0 |Ls: 0.0451 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  208 |OrigR: 332.0 ShpR: 842.7 |X:  421.0( 706.0) AvgX100: 255.7 |AvgR: 503.9( 503.9)  0 |Ls: 0.0374 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
Ep  209 |OrigR: 210.0 ShpR: 551.0 |X:  272.0( 706.0) AvgX100: 256.5 |AvgR: 505.6( 505.6)  0 |Ls: 0.0362 |Eps: 0.0150 |LR: 1.25e-04 |Gm: 0.950 |Fl: . (0/100) 0
